ESVs,species,identity_percentage,coverage,evalue,bitscore,source
ESV_1663,Vertebralina_Rik_9325_consensus0_1751,89.72,99,2.79E-114,407,Genbank
ESV_1665,Heterostegina_depressa_sp2_Spermonde,95.556,98,9.67E-144,505,Genbank
ESV_1666,Trifarina_earlandi_&_Uvigerina_bifurcata,97.523,100,3.41E-158,553,Genbank
ESV_1668,Discanomalina_coronata_18034,95.925,99,1.24E-147,518,Genbank
ESV_1670,Trifarina_earlandi_&_Uvigerina_bifurcata,98.142,100,5.64E-161,562,Genbank
ESV_1671,Borelis_schlumbergeri_3737_Spermonde,94.393,100,2.08E-140,494,Genbank
ESV_1675,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,100,94,7.27E-160,558,Genbank
ESV_1679,Cribrostomoides_17496,76.582,96,6.71E-41,163,Genbank
ESV_1681,Encrusting_Rik_9441_consensus0_977,96.904,100,7.37E-155,542,Genbank
ESV_1682,Calcarina_spengleri_Rik_9352_consensus0_1732_Spermonde,98.125,99,7.32E-160,558,Genbank
ESV_1683,Amphistegina_lobifera,95.975,100,7.42E-150,525,Genbank
ESV_1684,Vertebralina_Rik_9325_consensus0_1751,97.508,100,4.38E-157,549,Genbank
ESV_1685,Heterostegina_depressa_sp1_Spermonde,96.904,100,7.37E-155,542,Genbank
ESV_1686,Encrusting_Rik_9441_consensus0_977,97.833,100,7.32E-160,558,Genbank
ESV_1688,Textularid_Rik_9399_consensus0_1584,83.125,99,1.35E-77,285,Genbank
ESV_1689,Cyrea_szymborska_17247,92.557,96,2.75E-124,440,Genbank
ESV_1692,Amphistegina_lessonii,97.523,100,3.41E-158,553,Genbank
ESV_1693,Stainforthia_sp._17321,96.273,99,5.74E-151,529,Genbank
ESV_1694,Cyrea_szymborska_17247,93.226,96,9.88E-129,455,Genbank
ESV_1695,Amphistegina_lobifera,95.356,100,1.61E-146,514,Genbank
ESV_1696,Textularid_Rik_9399_consensus0_1584,88.715,98,1.02E-108,388,Genbank
ESV_1697,Amphistegina_lobifera,96.285,100,1.6E-151,531,Genbank
ESV_1698,Vertebralina_Rik_9325_consensus0_1751,96.885,100,9.47E-154,538,Genbank
ESV_1699,Encrusting_Rik_9441_consensus0_977,98.137,99,5.66E-161,562,Genbank
ESV_1700,Planorbulinella_Rik_9331_consensus21_181,85.893,98,1.34E-92,335,Genbank
ESV_1703,Encrusting_Rik_9441_consensus0_977,98.447,99,1.22E-162,568,Genbank
ESV_1704,Textularid_Rik_9397_consensus3_750,92.131,94,5.99E-121,429,Genbank
ESV_1705,Amphistegina_radiata_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_1707,Encrusting_Rik_9441_consensus0_977,96.894,99,2.65E-154,540,Genbank
ESV_1710,Pyrgo_Rik_9347_consensus0_1557,86.769,100,2.87E-99,357,Genbank
ESV_1712,Pyrgo_Rik_9347_consensus0_1557,86.207,89,1.05E-83,305,Genbank
ESV_1713,Amphistegina_lobifera,97.523,100,3.41E-158,553,Genbank
ESV_1714,Milliolid_red_Rik_9370_9371_9372_Israel,97.819,100,9.41E-159,555,Genbank
ESV_1715,Cribrostomoides_17496,76.949,91,1.86E-41,165,Genbank
ESV_1716,Stainforthia_sp._17321,93.519,100,1.63E-136,481,Genbank
ESV_1718,Amphistegina_radiata_Spermonde,96.594,100,3.43E-153,536,Genbank
ESV_1719,Borelis_schlumbergeri_3737_Spermonde,98.413,98,9.41E-159,555,Genbank
ESV_1720,Textularid_Rik_9398_consensus128_73,91.722,94,1.29E-117,418,Genbank
ESV_1722,Murrayinella_globosa_18043,96.904,100,7.37E-155,542,Genbank
ESV_1724,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_1725,Glabratella_sp._17918,95.356,100,1.61E-146,514,Genbank
ESV_1726,Amphistegina_lobifera,95.975,100,7.42E-150,525,Genbank
ESV_1727,Amphistegina_lessonii_5174,97.523,100,3.41E-158,553,Genbank
ESV_1728,Amphistegina_lobifera,95.666,100,3.45E-148,520,Genbank
ESV_1731,Eggerelloides_scaber_12301,94.427,100,1.62E-141,497,Genbank
ESV_1732,Heterostegina_depressa_sp2_Spermonde,96.308,100,1.6E-151,531,Genbank
ESV_1735,Milliolid_red_Rik_9370_9371_9372_Israel,98.095,98,4.38E-157,549,Genbank
ESV_1737,Textularia_gramen_13633,95.484,96,5.82E-141,496,Genbank
ESV_1739,Stainforthia_sp._17321,97.531,100,3.41E-158,553,Genbank
ESV_1742,Lacogromia_cassipara_18990,91.022,100,3.58E-123,436,Genbank
ESV_1744,Heterostegina_depressa_sp1_Spermonde,97.214,100,5.7E-156,545,Genbank
ESV_1746,Stainforthia_sp._17321,97.222,100,1.58E-156,547,Genbank
ESV_1747,Trifarina_earlandi_&_Uvigerina_bifurcata,88.82,99,6.07E-111,396,Genbank
ESV_1748,Borelis_schlumbergeri_3737_Spermonde,97.5,99,1.57E-156,547,Genbank
ESV_1749,Operculina_ammonoides,97.833,100,7.32E-160,558,Genbank
ESV_1751,Borelis_schlumbergeri_3737_Spermonde,97.764,98,2.63E-154,540,Genbank
ESV_1752,Amphistegina_lessonii,97.523,100,3.41E-158,553,Genbank
ESV_1754,Heterostegina_depressa_sp1_Spermonde,95.356,100,1.61E-146,514,Genbank
ESV_1756,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,97.214,100,1.58E-156,547,Genbank
ESV_1757,Elphidium_Rik_9327_9337_9350_Spermonde,96.855,98,4.44E-152,532,Genbank
ESV_1758,Amphistegina_radiata_Spermonde,94.753,100,3.48E-143,503,Genbank
ESV_1759,Amphistegina_lobifera,97.523,100,3.41E-158,553,Genbank
ESV_1760,Lacogromia_cassipara_18990,85.139,100,1.74E-91,331,Genbank
ESV_1761,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,94.118,100,7.53E-140,492,Genbank
ESV_1762,Heterostegina_depressa_sp2_Spermonde,96.508,98,9.6E-149,521,Genbank
ESV_1763,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,98.762,100,7.27E-165,575,Genbank
ESV_1764,Encrusting_Rik_9441_consensus0_977,96.904,100,7.37E-155,542,Genbank
ESV_1766,Milliolid_red_Rik_9370_9371_9372_Israel,98.131,100,2.02E-160,560,Genbank
ESV_1767,Amphistegina_lessonii,96.904,99,2.65E-154,540,Genbank
ESV_1769,Vertebralina_Rik_9325_consensus0_1751,97.196,100,2.04E-155,544,Genbank
ESV_1770,Encrusting_Rik_9441_consensus0_977,97.833,99,2.63E-159,556,Genbank
ESV_1771,Amphistegina_lobifera,97.214,100,1.58E-156,547,Genbank
ESV_1772,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,98.438,99,1.57E-161,564,Genbank
ESV_1773,Pyrgo_Rik_9347_consensus0_1557,81.388,98,1.08E-68,255,Genbank
ESV_1774,Amphistegina_papillosa_Spermonde_3741,97.214,100,1.58E-156,547,Genbank
ESV_1776,Cibicidoides_lobatulus_17944,96.285,100,1.6E-151,531,Genbank
ESV_1777,Miliolid_Rik_9400_9405_Israel,98.442,100,4.35E-162,566,Genbank
ESV_1778,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_1779,Encrusting_Rik_9441_consensus0_977,96.238,99,2.67E-149,523,Genbank
ESV_1780,Milliolid_red_Rik_9370_9371_9372_Israel,97.508,100,4.38E-157,549,Genbank
ESV_1781,Borelis_schlumbergeri_3737_Spermonde,93.146,100,9.75E-134,472,Genbank
ESV_1782,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,89.506,99,1.01E-113,405,Genbank
ESV_1783,Amphistegina_radiata_Spermonde,96.904,100,7.37E-155,542,Genbank
ESV_1784,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,90.175,88,1.02E-103,372,Genbank
ESV_1785,Textularid_Rik_9399_consensus0_1584,83.438,99,1.03E-78,289,Genbank
ESV_1786,Encrusting_Rik_9441_consensus0_977,98.137,99,5.66E-161,562,Genbank
ESV_1790,Cyrea_szymborska_17247,95.161,96,9.74E-139,488,Genbank
ESV_1791,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,85.802,100,8.03E-95,342,Genbank
ESV_1792,Encrusting_Rik_9441_consensus0_977,97.826,99,2.63E-159,556,Genbank
ESV_1797,Amphistegina_lobifera,93.498,99,5.86E-136,479,Genbank
ESV_1800,Neorotalia_gaimardi_&_Baculogypsina_sphaerulata_Spermonde,98.742,98,4.37E-162,566,Genbank
ESV_1802,Vertebralina_Rik_9325_consensus0_1751,96.262,100,2.05E-150,527,Genbank
ESV_1803,Heterostegina_depressa_sp1_Spermonde,96.875,99,3.43E-153,536,Genbank
ESV_1804,Amphistegina_papillosa_Spermonde_3741,94.118,99,2.71E-139,490,Genbank
ESV_1805,Borelis_schlumbergeri_3737_Spermonde,93.458,100,2.09E-135,477,Genbank
ESV_1806,Borelis_schlumbergeri_3737_Spermonde,95.639,100,4.44E-147,516,Genbank
ESV_1807,Cyrea_szymborska_17247,94.481,95,2.73E-134,473,Genbank
ESV_1808,Pyrgo_Rik_9347_consensus0_1557,82.515,100,6.38E-76,279,Genbank
ESV_1809,Encrusting_Rik_9441_consensus0_977,96.904,100,7.37E-155,542,Genbank
ESV_1810,Cribrorotalia_sp._17611,97.799,98,4.41E-157,549,Genbank
ESV_1811,Elphidium_Rik_9327_9337_9350_Spermonde,97.17,98,9.54E-154,538,Genbank
ESV_1812,Milliolid_red_Rik_9370_9371_9372_Israel,97.778,98,2.04E-155,544,Genbank
ESV_1813,Textularid_Rik_9398_consensus128_73,91.722,94,1.29E-117,418,Genbank
ESV_1814,Operculina_ammonoides,97.833,100,7.32E-160,558,Genbank
ESV_1816,Planorbulinella_sp._17893,97.826,99,2.63E-159,556,Genbank
ESV_1817,Amphistegina_lobifera,95.975,100,7.42E-150,525,Genbank
ESV_1818,Cyrea_szymborska_17247,96.774,96,4.47E-147,516,Genbank
ESV_1819,Amphistegina_lobifera,95.046,100,7.48E-145,508,Genbank
ESV_1820,Murrayinella_globosa_18043,90.432,100,7.75E-120,425,Genbank
ESV_1824,Murrayinella_globosa_18043,96.594,100,3.43E-153,536,Genbank
ESV_1826,Amphistegina_papillosa_Rik_9440_consensus0_1051_SaudiArabia,96.904,100,7.37E-155,542,Genbank
ESV_1827,Amphistegina_lessonii_5174,98.452,99,1.22E-162,568,Genbank
ESV_1828,Trifarina_earlandi_&_Uvigerina_bifurcata,93.789,99,1.26E-137,484,Genbank
ESV_1829,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,82.769,99,1.37E-77,285,Genbank
ESV_1830,Heterostegina_depressa_sp1_Spermonde,95.046,100,7.48E-145,508,Genbank
ESV_1831,Textularid_Rik_9399_consensus0_1584,94.984,99,1.25E-142,501,Genbank
ESV_1832,Murrayinella_globosa_18043,94.194,96,2.73E-134,473,Genbank
ESV_1834,Borelis_schlumbergeri_3737_Spermonde,93.651,98,9.75E-134,472,Genbank
ESV_1835,Trifarina_earlandi_&_Uvigerina_bifurcata,93.168,99,2.73E-134,473,Genbank
ESV_1836,Amphistegina_lobifera,96.904,100,7.37E-155,542,Genbank
ESV_1837,Milliolid_red_Rik_9370_9371_9372_Israel,98.095,98,4.38E-157,549,Genbank
ESV_1838,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,96.285,100,1.6E-151,531,Genbank
ESV_1840,Textularia_gramen_13633,80.583,94,2.34E-60,228,Genbank
ESV_1842,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,91.615,99,5.95E-126,446,Genbank
ESV_1843,Amphistegina_lobifera,97.214,100,1.58E-156,547,Genbank
ESV_1844,Encrusting_Rik_9441_consensus0_977,97.833,100,7.32E-160,558,Genbank
ESV_1845,Encrusting_Rik_9441_consensus0_977,98.447,99,1.22E-162,568,Genbank
ESV_1846,Amphistegina_lobifera,96.285,100,1.6E-151,531,Genbank
ESV_1848,Lacogromia_cassipara_18990,88.545,100,7.86E-110,392,Genbank
ESV_1849,Murrayinella_globosa_18043,87.346,100,3.68E-103,370,Genbank
ESV_1851,Textularid_Rik_9399_consensus0_1584,81.79,99,4.95E-72,267,Genbank
ESV_1852,Trifarina_earlandi_&_Uvigerina_bifurcata,98.142,100,5.64E-161,562,Genbank
ESV_1855,Encrusting_Rik_9441_consensus0_977,98.447,99,1.22E-162,568,Genbank
ESV_1856,Cyrea_szymborska_17247,93.871,96,1.64E-131,464,Genbank
ESV_1858,Heterostegina_depressa_sp2_Spermonde,97.812,99,3.41E-158,553,Genbank
ESV_1860,Elphidium_Rik_9327_9337_9350_Spermonde,97.484,98,2.05E-155,544,Genbank
ESV_1861,Textularid_Rik_9399_consensus0_1584,91.262,96,9.99E-119,422,Genbank
ESV_1862,Heterostegina_depressa_sp2_Spermonde,95.975,100,7.42E-150,525,Genbank
ESV_1865,Milliolid_red_Rik_9370_9371_9372_Israel,98.095,98,4.38E-157,549,Genbank
ESV_1866,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_1867,Amphistegina_lessonii_5174,94.154,100,7.53E-140,492,Genbank
ESV_1868,Peneroplis_sp1_Spermonde,97.484,99,2.04E-155,544,Genbank
ESV_1869,Entzia_macrescens_13533,77.778,96,5.15E-47,183,Genbank
ESV_1870,Heterostegina_depressa_sp1_Spermonde,95.356,100,5.78E-146,512,Genbank
ESV_1871,Discanomalina_coronata_18034,93.103,99,1.27E-132,468,Genbank
ESV_1873,Encrusting_Rik_9441_consensus0_977,98.137,99,5.66E-161,562,Genbank
ESV_1874,Heterostegina_depressa_sp2_Spermonde,95.556,98,9.67E-144,505,Genbank
ESV_1875,Elphidium_Rik_9327_9337_9350_Spermonde,96.226,98,9.6E-149,521,Genbank
ESV_1876,Amphistegina_lobifera,97.214,100,1.58E-156,547,Genbank
ESV_1877,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_1878,Heterostegina_depressa_sp2_Spermonde,97.84,100,7.32E-160,558,Genbank
ESV_1879,Pyrgo_Rik_9347_consensus0_1557,84.568,99,4.86E-87,316,Genbank
ESV_1880,Cyrea_szymborska_17247,94.649,93,5.85E-131,462,Genbank
ESV_1881,Murrayinella_globosa_18043,87.654,100,7.91E-105,375,Genbank
ESV_1882,Heterostegina_depressa_sp1_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_1883,Borelis_schlumbergeri_3737_Spermonde,95.95,100,9.54E-149,521,Genbank
ESV_1886,Encrusting_Rik_9441_consensus0_977,98.447,99,1.22E-162,568,Genbank
ESV_1887,Trifarina_earlandi_&_Uvigerina_bifurcata,94.969,98,4.5E-142,499,Genbank
ESV_1889,Borelis_schlumbergeri_3737_Spermonde,98.403,98,1.22E-157,551,Genbank
ESV_1890,Trifarina_earlandi_&_Uvigerina_bifurcata,97.833,100,7.32E-160,558,Genbank
ESV_1891,Encrusting_Rik_9441_consensus0_977,91.95,100,3.55E-128,453,Genbank
ESV_1892,Cyrea_szymborska_17247,90.968,96,4.66E-117,416,Genbank
ESV_1895,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_1896,Entzia_macrescens_13533,78.981,96,1.1E-53,206,Genbank
ESV_1899,Cyrea_szymborska_17247,92.581,96,7.69E-125,442,Genbank
ESV_1900,Textularid_Rik_9399_consensus0_1584,96.541,98,7.42E-150,525,Genbank
ESV_1901,Elphidium_Rik_9327_9337_9350_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_1902,Calcarina_sp._Spermonde,98.457,100,3.38E-163,569,Genbank
ESV_1903,Cyrea_szymborska_17247,93.851,96,1.63E-131,464,Genbank
ESV_1905,Planostegina_Rik_9444_consensus12_47,94.737,100,1.25E-142,501,Genbank
ESV_1906,Murrayinella_globosa_18043,87.346,100,3.68E-103,370,Genbank
ESV_1907,Heterostegina_depressa_sp1_Spermonde,96.285,100,1.6E-151,531,Genbank
ESV_1910,Stainforthia_sp._17321,97.523,100,3.41E-158,553,Genbank
ESV_1911,Amphistegina_lessonii_5174,97.106,96,9.6E-149,521,Genbank
ESV_1912,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,99.381,99,1.21E-167,584,Genbank
ESV_1913,Peneroplis_sp1_Spermonde,100,94,2.02E-160,560,Genbank
ESV_1915,Eggerelloides_scaber_12301,97.833,100,7.32E-160,558,Genbank
ESV_1917,Cyrea_szymborska_17247,94.839,96,4.53E-137,483,Genbank
ESV_1918,Entzia_macrescens_13533,77.848,96,1.43E-47,185,Genbank
ESV_1920,Amphistegina_lobifera,97.214,100,1.58E-156,547,Genbank
ESV_1922,Encrusting_Rik_9441_consensus0_977,96.904,100,7.37E-155,542,Genbank
ESV_1923,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_1924,Heterostegina_depressa_sp1_Spermonde,95.062,100,7.48E-145,508,Genbank
ESV_1925,Amphistegina_lobifera,97.523,100,3.41E-158,553,Genbank
ESV_1926,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,98.142,100,1.57E-161,564,Genbank
ESV_1927,Trifarina_earlandi_&_Uvigerina_bifurcata,97.523,100,3.41E-158,553,Genbank
ESV_1928,Cibicidoides_lobatulus_17944,89.441,99,2.81E-114,407,Genbank
ESV_1929,Glabratella_sp._17918,99.071,100,1.56E-166,580,Genbank
ESV_1930,Calcarina_sp._5165_Spermonde,98.452,100,3.38E-163,569,Genbank
ESV_1931,Sorites_sp1_Spermonde,96.845,99,1.59E-151,531,Genbank
ESV_1933,Amphistegina_lobifera,98.142,99,5.66E-161,562,Genbank
ESV_1934,Cyrea_szymborska_17247,93.688,93,4.6E-127,449,Genbank
ESV_1935,Rosalina_sp._17595,94.375,99,7.53E-140,492,Genbank
ESV_1936,Rosalina_sp._17595,95.975,100,7.42E-150,525,Genbank
ESV_1937,Stainforthia_sp._17321,95.666,100,3.45E-148,520,Genbank
ESV_1938,Cyrea_szymborska_17247,91.83,94,9.99E-119,422,Genbank
ESV_1939,Elphidium_Rik_9327_9337_9350_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_1940,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,97.833,99,7.34E-160,558,Genbank
ESV_1941,Psammina_limbata_18230,80.665,100,8.37E-65,243,Genbank
ESV_1942,Encrusting_Rik_9441_consensus0_977,97.205,99,5.7E-156,545,Genbank
ESV_1943,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,79.012,100,3.92E-58,220,Genbank
ESV_1944,Amphistegina_gibbosa_Rik_9367_9368_9369_USA,95.963,99,2.67E-149,523,Genbank
ESV_1945,Heterostegina_depressa_sp2_Spermonde,96.904,100,7.37E-155,542,Genbank
ESV_1946,Stainforthia_sp._17321,97.523,100,3.41E-158,553,Genbank
ESV_1947,Nummulites_venosus,95.975,100,7.42E-150,525,Genbank
ESV_1948,Cyrea_szymborska_17247,94.839,96,4.53E-137,483,Genbank
ESV_1949,Trifarina_earlandi_&_Uvigerina_bifurcata,97.523,100,3.41E-158,553,Genbank
ESV_1950,Amphistegina_lobifera,97.214,100,1.58E-156,547,Genbank
ESV_1953,Sorites_sp2_Spermonde,97.799,99,4.38E-157,549,Genbank
ESV_1954,Amphistegina_lobifera,95.666,100,3.45E-148,520,Genbank
ESV_1955,Trifarina_earlandi_&_Uvigerina_bifurcata,89.375,99,3.63E-113,403,Genbank
ESV_1956,Cyrea_szymborska_17247,92.581,96,2.73E-124,440,Genbank
ESV_1958,Murrayinella_globosa_18043,97.523,100,3.41E-158,553,Genbank
ESV_1960,Calcarina_hispida_Ambon_&_Calcarina_spengleri_&_Calcarina_sp._5247_Spermonde,95.975,100,7.42E-150,525,Genbank
ESV_1962,Amphistegina_lessonii,98.142,100,1.57E-161,564,Genbank
ESV_1965,Calcarina_hispida_Ambon_&_Calcarina_spengleri_&_Calcarina_sp._5247_Spermonde,95.356,100,1.61E-146,514,Genbank
ESV_1966,Cyrea_szymborska_17247,93.204,96,3.53E-128,453,Genbank
ESV_1967,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,95.95,100,9.54E-149,521,Genbank
ESV_1969,Pyrgo_Rik_9347_consensus0_1557,90.966,100,4.6E-122,433,Genbank
ESV_1970,Amphistegina_radiata_Spermonde,98.137,99,5.66E-161,562,Genbank
ESV_1973,Cyrea_szymborska_17247,95.066,94,7.56E-135,475,Genbank
ESV_1974,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_1975,Pyrgo_Rik_9347_consensus0_1557,96.894,99,9.54E-154,538,Genbank
ESV_1976,Amphistegina_lessonii,97.523,100,3.41E-158,553,Genbank
ESV_1977,Planorbulinella_sp._17893,99.353,96,2.04E-160,560,Genbank
ESV_1979,Textularia_gramen_13633,92.013,96,3.6E-123,436,Genbank
ESV_1981,Heterostegina_depressa_sp2_Spermonde,97.214,100,5.7E-156,545,Genbank
ESV_1982,Elphidium_Rik_9327_9337_9350_Spermonde,95.666,100,3.45E-148,520,Genbank
ESV_1983,Eggerelloides_scaber_12301,88.82,99,2.18E-110,394,Genbank
ESV_1984,Textularid_Rik_9398_consensus128_73,90.994,100,4.6E-122,433,Genbank
ESV_1987,Amphistegina_lobifera,97.222,100,1.58E-156,547,Genbank
ESV_1989,Pyrgo_Rik_9347_consensus0_1557,87.077,100,6.16E-101,363,Genbank
ESV_1990,Elphidium_Rik_9327_9337_9350_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_1991,Sorites_sp2_Spermonde,98.113,99,9.41E-159,555,Genbank
ESV_1996,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,97.523,100,3.41E-158,553,Genbank
ESV_1997,Amphistegina_lobifera,97.214,100,1.58E-156,547,Genbank
ESV_1998,Entzia_macrescens_13533,79.299,96,6.57E-56,213,Genbank
ESV_1999,Elphidium_Rik_9327_9337_9350_Spermonde,96.904,100,7.37E-155,542,Genbank
ESV_2001,Amphistegina_lobifera,95.666,100,3.45E-148,520,Genbank
ESV_2005,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,99.336,94,5.66E-156,545,Genbank
ESV_2006,Elphidium_Rik_9327_9337_9350_Spermonde,94.427,100,1.62E-141,497,Genbank
ESV_2008,Heterostegina_depressa_sp1_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_2009,Eggerelloides_scaber_12301,93.498,100,1.63E-136,481,Genbank
ESV_2010,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,83.025,99,2.95E-79,291,Genbank
ESV_2011,Amphistegina_lobifera,96.904,99,2.65E-154,540,Genbank
ESV_2012,Amphistegina_lobifera,96.285,100,1.6E-151,531,Genbank
ESV_2013,Textularid_Rik_9399_consensus0_1584,82.215,91,5E-67,250,Genbank
ESV_2014,Rosalina_sp._17595,97.833,100,7.32E-160,558,Genbank
ESV_2015,Trifarina_earlandi_&_Uvigerina_bifurcata,93.478,99,5.86E-136,479,Genbank
ESV_2016,Textularid_Rik_9399_consensus0_1584,83.489,98,2.28E-80,294,Genbank
ESV_2017,Cyrea_szymborska_17247,97.097,96,9.6E-149,521,Genbank
ESV_2018,Heterostegina_depressa_sp1_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_2020,Textularid_Rik_9399_consensus0_1584,84.424,99,2.87E-84,307,Genbank
ESV_2021,Pyrgo_Rik_9347_consensus0_1557,98.754,100,9.34E-164,571,Genbank
ESV_2022,Amphistegina_papillosa_Rik_9440_consensus0_1051_SaudiArabia,94.737,100,3.48E-143,503,Genbank
ESV_2023,Heterostegina_depressa_sp1_Spermonde,95.975,100,2.67E-149,523,Genbank
ESV_2024,Psammina_limbata_18230,89.846,100,1.68E-116,414,Genbank
ESV_2025,Elphidium_Rik_9327_9337_9350_Spermonde,95.046,100,7.48E-145,508,Genbank
ESV_2026,Glabratella_sp._17918,98.142,100,1.57E-161,564,Genbank
ESV_2027,Murrayinella_globosa_18043,89.506,100,7.8E-115,409,Genbank
ESV_2028,Oridorsalis_umbonatus_18653,94.118,100,7.53E-140,492,Genbank
ESV_2031,Amphistegina_lobifera,96.904,100,7.37E-155,542,Genbank
ESV_2033,Calcarina_hispida_Ambon_&_Calcarina_spengleri_&_Calcarina_sp._5247_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_2034,Milliolid_red_Rik_9370_9371_9372_Israel,97.484,98,7.37E-155,542,Genbank
ESV_2035,Amphistegina_lobifera,99.029,96,9.47E-159,555,Genbank
ESV_2037,Textularid_Rik_9397_consensus3_750,87.85,99,7.91E-105,375,Genbank
ESV_2039,Heterostegina_depressa_sp2_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_2040,Cyrea_szymborska_17247,95.161,96,3.49E-138,486,Genbank
ESV_2042,Textularid_Rik_9399_consensus0_1584,88.545,99,1.31E-107,385,Genbank
ESV_2044,Murrayinella_globosa_18043,93.103,99,4.55E-132,466,Genbank
ESV_2045,Sorites_sp2_Spermonde,98.107,99,3.38E-158,553,Genbank
ESV_2047,Amphistegina_lessonii,94.822,95,2.11E-135,477,Genbank
ESV_2049,Haynesina_germanica_18209,95.253,98,1.25E-142,501,Genbank
ESV_2050,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,83.385,99,6.34E-81,296,Genbank
ESV_2051,Borelis_schlumbergeri_3737_Spermonde,97.778,98,2.04E-155,544,Genbank
ESV_2054,Encrusting_Rik_9441_consensus0_977,96.904,100,7.37E-155,542,Genbank
ESV_2055,Heterostegina_depressa_sp1_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_2056,Lacogromia_cassipara_18990,90.093,100,3.6E-118,420,Genbank
ESV_2057,Borelis_schlumbergeri_3737_Spermonde,92.381,98,4.57E-127,449,Genbank
ESV_2058,Cyrea_szymborska_17247,93.528,96,7.64E-130,459,Genbank
ESV_2059,Heterostegina_depressa_sp1_Spermonde,96.594,100,3.43E-153,536,Genbank
ESV_2060,Amphistegina_radiata_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_2061,Murrayinella_globosa_18043,94.194,96,2.73E-134,473,Genbank
ESV_2062,Elphidium_Rik_9327_9337_9350_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_2064,Amphistegina_lessonii_5174,97.833,99,2.63E-159,556,Genbank
ESV_2065,Milliolid_red_Rik_9370_9371_9372_Israel,97.484,98,7.37E-155,542,Genbank
ESV_2067,Planorbulinella_sp._17893,98.142,99,5.66E-161,562,Genbank
ESV_2068,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,98.438,99,1.57E-161,564,Genbank
ESV_2069,Murrayinella_globosa_18043,93.189,100,7.58E-135,475,Genbank
ESV_2070,Trifarina_earlandi_&_Uvigerina_bifurcata,90.823,98,2.79E-119,424,Genbank
ESV_2072,Oridorsalis_umbonatus_18653,97.523,100,3.41E-158,553,Genbank
ESV_2073,Textularid_Rik_9399_consensus0_1584,90.252,98,5.99E-116,412,Genbank
ESV_2076,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,99.007,94,7.32E-155,542,Genbank
ESV_2077,Elphidium_Rik_9327_9337_9350_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_2079,Planorbulinella_sp._17893,96.894,99,2.65E-154,540,Genbank
ESV_2080,Encrusting_Rik_9441_consensus0_977,98.142,99,5.66E-161,562,Genbank
ESV_2082,Amphistegina_lessonii,97.697,94,2.67E-149,523,Genbank
